News date,Price change
2012-09-20,-0.07500100000000032
2012-09-20,-0.07500100000000032
2011-12-18,0.26749899999999727
2013-01-24,-0.0200010000000006
2010-10-21,0.03500000000000014
2011-03-07,-0.06999899999999926
2013-02-25,0.4550010000000029
2013-07-16,0.2999989999999926
2013-07-10,0.15500300000000777
2013-08-09,0.09000100000000089
2013-10-11,0.7675020000000075
2011-10-03,0.4349999999999987
2011-10-03,0.4349999999999987
2011-08-17,-0.30500100000000074
2011-08-17,-0.30500100000000074
2013-09-11,-0.34249900000000366
2013-07-22,-0.5374989999999968
2013-05-24,-0.6025010000000037
2011-07-15,-0.0625
2011-07-28,-0.07499899999999826
2011-07-28,-0.07499899999999826
2012-07-30,-0.3399959999999993
2012-05-07,0.010000000000001563
2008-04-03,-0.1049989999999994
2010-10-02,-0.005002000000004614
2010-07-12,-0.3025020000000005
2010-07-23,0.09749899999999911
2012-08-22,-0.19500000000000028
2013-10-28,0.19000199999999978
2010-08-06,0.40499799999999553
2010-10-05,-0.20749799999999752
2010-10-05,-0.20749799999999752
2010-10-05,-0.20749799999999752
2010-10-05,-0.20749799999999752
2011-12-05,-0.1674989999999994
2013-10-13,0.7675020000000075
2013-07-31,-0.6474990000000034
2012-11-04,-0.3125
2010-07-28,-0.6950000000000003
2010-07-28,-0.6950000000000003
2010-07-07,-0.10500000000000043
2012-06-18,0.12249999999999872
2012-03-05,-0.09500099999999989
2013-05-14,0.43999900000000025
2012-05-03,0.39250000000000185
2011-02-17,-0.1875
2011-09-19,0.6099989999999984
2011-09-19,0.6099989999999984
2011-09-19,0.6099989999999984
2013-11-01,-0.8149980000000028
2012-03-09,-0.1224989999999977
2012-03-23,0.17499899999999968
2013-05-23,0.6424979999999962
2013-03-28,-0.5999979999999994
2012-12-10,0.125
2012-12-10,0.125
2011-03-16,-0.03999899999999812
2013-04-02,-0.9174999999999969
2012-01-26,0.16000000000000014
2011-10-12,0.5249999999999986
2013-07-09,-0.16250300000000095
2011-07-26,-0.1424999999999983
2013-10-20,-0.25250300000000436
2013-06-27,-0.37749900000000025
2013-05-22,-0.06999900000000281
2010-10-18,-0.01499899999999954
2010-10-18,-0.01499899999999954
2011-10-20,0.235001000000004
2011-10-20,0.235001000000004
2012-05-16,-0.4974989999999977
2012-07-31,-0.26000000000000156
2011-02-02,-0.025002000000004188
2012-09-25,-0.40499899999999656
2012-09-09,0.06499800000000278
2012-01-20,-0.2875000000000014
2013-02-07,0.10000300000000095
2011-09-21,-0.10999799999999738
2013-03-20,-0.16249799999999937
2010-10-04,0.21749799999999553
2010-10-04,0.21749799999999553
2010-10-04,0.21749799999999553
2010-07-30,0.3125
2013-02-21,0.28249699999999933
2013-02-21,0.28249699999999933
2011-02-21,-0.15000000000000213
2012-11-30,-0.3400000000000034
2013-02-26,0.6049999999999969
2013-02-26,0.6049999999999969
2011-10-19,0.13749899999999826
2013-07-24,0.9025000000000034
2012-07-11,0.8825000000000003
2012-07-11,0.8825000000000003
2011-12-01,-0.29750100000000046
2007-07-24,-0.75
2007-07-24,-0.75
2012-09-11,0.4525040000000047
2012-07-18,-0.7275010000000002
2010-08-01,0.3125
2010-11-09,0.19750000000000156
2010-12-07,0.23500100000000046
2013-07-25,-0.20000100000000032
2013-07-25,-0.20000100000000032
2012-06-19,0.37249900000000125
2012-06-19,0.37249900000000125
2012-06-14,0.25749899999999926
2012-06-14,0.25749899999999926
2011-04-15,0.02500000000000213
2011-04-15,0.02500000000000213
2010-10-13,0.12749900000000025
2010-06-24,-0.09249900000000011
2012-05-08,0.027501000000000886
2012-01-31,0.3325010000000006
2010-07-20,-0.40749899999999784
2010-09-21,0.1350010000000026
2010-04-20,-0.30500100000000074
2010-12-16,-0.3500009999999989
2013-03-19,0.5825000000000031
2010-10-27,-0.7225000000000001
2010-10-27,-0.7225000000000001
2013-02-13,0.34499699999999933
2011-07-12,0.14999899999999755
2012-05-17,-0.5524999999999984
2013-06-14,0.007500000000000284
2013-06-14,0.007500000000000284
2013-06-14,0.007500000000000284
2012-07-25,0.44999899999999826
2012-07-25,0.44999899999999826
2012-12-11,-0.45250000000000057
2012-12-11,-0.45250000000000057
2012-02-23,0.26250100000000387
2011-04-12,0.03500000000000014
2012-06-27,-0.370001000000002
2011-08-15,0.20749999999999957
2011-07-07,0.1900010000000023
2011-07-07,0.1900010000000023
2011-07-07,0.1900010000000023
2012-10-31,0.7649990000000031
2013-03-21,0.4699969999999922
2011-07-08,-0.17749999999999844
2012-10-02,0.46750300000000067
2012-10-02,0.46750300000000067
2012-04-26,-0.054999999999999716
2012-11-27,0.31499799999999567
2012-08-09,0.22499799999999226
2012-08-07,0.09249799999999908
2012-02-17,-0.2650020000000026
2012-02-17,-0.2650020000000026
2012-02-17,-0.2650020000000026
2012-05-14,0.040001000000000175
2013-02-04,0.47750100000000373
